1100 5000
457 107 8616
381 443 326
944 674 1416
466 148 9474
276 1080 6703
715 1037 8349
387 931 7285
688 849 2309
906 374 3639
514 778 5388
818 286 9247
1086 667 3041
1063 662 3067
730 27 5866
603 455 3797
157 69 3785
605 608 5115
789 195 6615
397 152 7888
1088 665 4218
1027 535 4903
1073 520 1021
614 634 4183
32 263 1761
697 865 8515
393 1021 6484
177 677 1943
1043 517 5737
557 1066 8788
597 1053 1704
314 979 3238
468 4 4709
189 769 6442
723 800 6204
183 396 9820
98 940 3992
233 168 7068
975 110 9037
963 818 9502
950 314 8454
653 779 3984
1043 147 8987
851 487 2855
345 109 5006
1048 443 4953
720 692 6492
311 924 6111
731 950 6220
567 964 6138
368 813 103
273 518 5982
56 612 1380
943 362 966
549 706 1626
955 806 8768
807 425 7260
651 887 9935
661 517 8737
933 1083 9400
922 502 713
124 774 7082
257 830 5393
536 824 6706
201 272 1112
278 126 3869
646 1085 8445
605 635 8831
539 347 4800
475 179 2682
275 1100 4684
1039 276 5609
272 532 6738
116 120 9761
321 472 7533
284 750 1410
104 295 6346
348 1051 8832
531 641 4979
130 168 3709
963 594 1161
98 684 3788
7 955 7571
744 122 3890
257 442 62
41 878 4063
102 981 1957
148 381 59
979 911 5599
109 92 18
670 106 11
130 356 8994
169 362 400
739 157 9621
329 565 9715
542 605 8144
404 707 2424
712 854 56
970 884 3518
920 45 7609
1038 714 4067
648 995 1222
1094 215 4683
293 953 3891
866 181 2256
780 874 3660
623 177 2218
498 1040 1571
754 1061 9607
23 881 1303
332 970 368
1050 517 4314
871 662 6928
105 955 5780
747 720 1113
702 551 2986
314 73 1815
631 570 5906
854 375 8967
1012 398 2947
114 881 4216
233 830 2784
246 752 7646
473 1008 5552
704 654 6123
16 408 9073
354 873 8897
1020 555 8018
525 460 6493
1091 371 542
489 636 1422
856 868 5903
792 13 5206
289 637 4013
740 241 8918
14 256 5825
786 761 1097
682 680 6952
199 257 1311
243 247 134
684 888 8369
1057 643 9089
211 334 253
116 622 8790
80 413 6830
698 426 1837
774 263 6798
471 1096 6229
874 195 9685
636 589 2484
769 173 7571
590 281 5513
330 492 1799
82 759 4072
471 991 4237
152 588 8414
89 261 5677
938 883 1272
418 656 3218
3 344 4359
1086 164 2531
856 905 4563
320 134 6
270 216 4065
842 838 3455
1030 42 7094
543 282 4454
471 119 5689
243 536 1396
512 690 9239
270 827 2055
352 734 1859
715 1054 4093
772 375 5360
336 268 4449
1042 197 8190
287 740 4771
893 110 7341
181 504 2129
276 68 5170
867 489 2597
521 841 8330
1079 607 7883
823 278 2110
934 766 2377
783 859 9274
824 46 1213
47 938 6574
487 18 6630
667 445 4597
437 211 1185
1033 731 5277
162 862 5083
497 584 3313
106 418 4030
1082 252 688
207 1075 6733
71 173 2970
45 660 1439
826 378 7184
422 814 2146
658 898 5677
635 1060 8690
269 608 2573
333 865 1742
62 998 4293
650 105 1120
334 175 6992
956 371 5603
494 96 9081
629 669 8946
975 227 1444
3 861 1255
44 181 2614
516 514 1278
610 575 5975
802 276 2331
173 610 1558
665 617 228
1019 10 7676
499 791 2144
1097 817 1170
240 971 6382
746 1014 9215
759 581 6628
536 90 5354
362 1044 6082
445 116 5543
702 932 3059
229 851 6420
4 401 2810
600 397 7078
169 636 8548
903 281 8613
717 91 3494
96 626 7635
49 40 8978
582 484 1346
624 237 5377
182 617 9379
1002 773 6080
411 272 776
941 592 1264
88 394 2444
553 162 5987
498 257 464
532 458 8203
662 1039 4238
1059 563 126
35 744 9743
166 645 7115
545 108 4386
220 100 9077
683 339 7571
479 891 5432
365 288 5641
1028 972 7198
783 533 2536
72 643 3550
698 829 594
840 994 2790
654 438 2949
891 810 4500
467 544 9639
589 74 3329
873 590 1769
313 670 6240
362 352 8424
197 575 9666
899 172 1694
144 63 240
185 868 8677
334 658 6838
733 177 3282
523 765 9507
1052 689 8797
1072 1001 7966
811 262 1569
286 611 3843
403 409 1267
248 704 3581
1087 888 1549
164 273 5906
353 58 8434
934 580 3999
793 683 7087
1089 654 3340
6 364 9953
374 801 5815
368 103 4475
686 351 2878
1067 489 166
267 652 5638
1072 57 3795
158 990 627
956 682 3109
394 822 9363
985 827 1978
890 252 9379
304 772 3933
279 357 7335
956 475 9824
473 741 6427
263 713 3983
109 1022 2125
535 1029 358
544 322 7480
258 359 4158
335 148 5610
265 451 8381
298 881 89
984 889 7964
907 413 9904
686 675 8168
368 784 1189
92 370 9317
802 1065 5991
133 222 4549
290 557 7648
851 821 4750
1083 170 6683
572 54 9971
535 12 7483
290 697 1210
758 1065 8593
198 208 9314
515 61 3779
357 193 7700
557 483 9408
904 385 8281
905 368 4602
687 1091 9355
409 677 1419
392 966 4515
101 775 5331
745 973 5991
658 539 6851
688 895 1744
788 351 1178
647 306 762
227 110 1581
129 797 7371
235 105 2447
505 648 6713
372 900 1039
202 696 3911
544 406 7349
795 1093 7343
290 932 1145
419 479 50
780 857 5160
561 985 9508
483 272 3064
930 776 3312
294 47 4163
432 401 7859
595 1096 64
195 790 908
690 131 1740
434 549 8318
484 381 5274
643 1093 7211
802 475 9834
1065 456 4561
1028 901 2260
943 385 8260
301 979 1255
216 73 8097
123 914 6879
962 248 2428
231 731 4560
205 425 2152
367 126 5278
800 242 34
1060 170 5834
571 12 3718
482 464 3948
237 831 3873
1085 5 7186
15 19 5033
594 249 3815
453 605 2339
304 971 2816
782 822 8310
767 934 5779
400 404 8442
570 886 4157
617 174 9339
889 158 8543
975 324 9861
359 918 1610
474 270 5414
1012 726 4837
880 559 3358
989 225 1891
319 776 2695
912 245 6732
1020 1014 8905
858 954 14
700 828 6937
561 87 8454
822 712 9124
587 775 3801
223 554 5059
833 594 5635
175 912 5010
869 875 9607
400 794 7020
256 551 7473
269 151 8153
606 863 4091
759 584 9102
234 70 1876
586 445 1582
244 177 175
278 351 6139
140 272 7913
246 823 6007
417 1079 6109
441 247 4059
345 1004 8773
487 815 5508
88 100 9678
616 686 5174
749 929 2650
375 259 3052
913 398 2723
126 795 1098
284 263 728
992 855 5274
903 100 730
727 586 2844
35 826 3443
664 493 6328
637 141 2909
786 667 2467
489 480 2716
312 757 3262
161 92 7476
1088 1083 2830
213 1037 3829
342 664 7267
337 850 5892
280 413 636
1059 1049 6728
567 886 694
485 274 5025
952 737 1281
165 897 8172
740 884 1807
1070 149 2595
550 490 9310
616 827 7459
559 158 3071
46 116 7671
773 835 7556
119 371 2130
1043 375 6818
524 539 15
247 179 5150
105 300 7498
1000 849 4140
661 517 1566
72 1075 2275
842 21 6242
765 945 6376
472 1063 4199
453 1006 6073
71 581 1611
585 979 4641
86 1084 1640
684 35 9141
823 847 8057
840 918 6983
66 812 6555
507 476 3500
835 947 4862
433 300 2019
405 522 6251
1067 158 5730
808 243 4965
999 1078 6551
939 952 9797
447 691 4867
1030 756 8478
684 315 1005
335 49 3651
1049 481 7602
567 1037 3323
970 55 7180
1099 862 675
415 913 4952
865 751 504
113 250 5246
279 179 1454
156 1014 5368
660 249 9716
63 349 5048
1016 1067 7436
291 936 8490
670 934 2852
496 400 1216
148 164 18
751 277 3667
1096 707 9145
149 863 5711
768 574 511
183 788 4759
382 704 6825
517 994 2961
707 715 5246
810 111 8646
877 410 6061
594 60 7289
561 207 7196
857 508 610
1067 175 2183
577 510 8271
587 891 2826
412 460 2819
72 218 4485
969 79 2147
1014 955 756
275 448 815
1063 1008 274
510 765 7881
819 883 5355
754 512 5116
376 1098 9507
701 409 5018
1071 632 7435
1055 653 2313
202 566 867
857 992 3114
624 7 9074
597 516 1538
129 235 5272
935 40 8083
51 415 7433
209 15 3793
826 1085 125
560 91 4377
524 292 5194
190 201 8638
455 976 5644
628 472 9759
617 752 7945
389 586 8736
823 636 4050
155 844 9416
48 721 1300
724 180 3243
952 703 4686
645 1044 6386
534 399 1861
277 1026 1384
688 543 2835
384 1083 4273
120 805 8108
269 12 2904
585 59 7324
1036 934 5156
478 785 8710
516 481 8854
753 1015 5052
866 343 6377
349 1030 7071
736 466 6053
608 585 4110
167 1005 2321
570 641 831
746 577 9764
1 106 6200
110 773 5332
163 426 9446
766 191 3241
195 691 122
165 326 4387
270 1085 4771
79 152 8028
999 873 868
1029 518 7296
1044 518 554
743 628 5326
1074 942 703
372 608 2193
164 802 236
985 18 4961
72 287 9698
994 517 9849
721 415 7373
141 495 6891
288 590 9908
693 384 1487
619 510 481
173 1033 1940
1018 96 8593
353 1080 7510
165 203 7449
1062 97 6165
62 969 2332
1035 161 6778
325 449 9268
284 193 8703
1023 963 7712
503 36 8444
894 1053 491
986 305 7623
147 621 4225
695 583 7773
660 796 6294
243 730 7006
320 106 7206
39 390 3799
142 464 8461
905 18 1896
501 911 9000
191 796 7304
13 942 7177
38 689 9259
462 400 8806
755 642 4136
261 13 1193
366 52 3534
664 345 8997
825 149 4414
72 801 1724
372 992 5871
27 1004 8013
303 93 4653
213 707 9252
919 513 493
306 773 1505
898 191 7908
932 1006 8404
480 882 705
994 954 9605
369 377 5596
540 403 2652
704 858 4996
456 1070 402
607 1040 1515
451 245 5339
155 195 9081
215 26 187
618 505 3468
222 550 7173
779 919 3949
126 358 3804
477 113 7561
125 568 830
478 226 5122
244 676 1866
783 982 4960
715 248 7937
401 866 9794
21 139 4943
745 1069 7813
746 95 7922
49 723 9634
209 847 3953
490 377 3778
711 620 2305
229 454 1039
1040 69 7886
777 621 7603
222 641 4542
216 438 7362
29 83 8956
350 131 4679
936 491 9525
40 980 2953
318 743 3773
474 971 26
512 1062 794
950 890 8967
52 11 5307
545 379 6044
1007 407 1478
462 908 2708
792 895 9998
869 935 530
221 304 3072
193 777 2194
619 341 9207
164 342 5697
330 393 7807
189 938 3185
484 996 9643
862 357 5103
421 49 9197
319 917 8583
400 189 686
123 382 515
968 52 9107
674 367 4348
170 849 3840
929 1037 4829
813 572 8324
308 485 9633
710 906 3433
1058 124 5601
141 675 9089
778 797 4022
1092 664 4073
950 237 2740
997 559 8988
489 387 4476
1069 251 1599
445 710 5484
177 471 5189
261 429 7064
313 721 1638
553 550 4686
75 542 2049
747 543 5637
838 440 1147
677 1080 33
604 1048 4536
3 392 7945
986 720 1716
826 980 5044
789 344 9216
478 897 8565
963 971 9958
1011 769 2501
499 659 6892
546 387 6971
30 991 3918
865 45 8762
210 82 4781
25 907 8113
420 747 4356
587 124 8952
203 1086 2274
361 48 8395
113 546 53
304 143 8939
626 325 5881
895 89 6125
456 450 1506
889 474 3564
101 1045 3010
756 683 7833
260 886 2718
885 146 6065
79 410 9863
83 865 5257
474 390 2281
754 336 1822
131 792 5471
536 732 1297
1052 832 693
1061 639 2876
94 1050 2761
363 987 6658
680 1065 7067
442 200 3583
650 673 6824
1031 478 7059
552 608 9402
674 44 8633
170 1095 2864
863 107 9155
38 200 104
250 715 690
607 294 9307
425 887 2358
7 436 2430
130 366 8107
740 1069 5515
1042 643 2510
974 964 2656
790 726 8962
144 915 5614
699 64 1680
41 822 6873
447 298 3759
104 304 7594
585 585 7012
443 225 7480
909 318 7174
318 191 1038
25 32 6115
939 327 5282
4 1026 1297
883 1066 819
955 564 9968
965 819 3272
158 303 6608
21 897 684
953 706 4901
326 75 4244
815 252 1575
1082 90 8754
215 93 3179
511 27 4596
681 33 5959
49 997 2329
972 206 9783
279 227 2779
115 231 3184
267 556 6211
610 423 8162
37 556 4351
890 770 3095
720 332 6073
515 1013 3805
1025 1061 2753
153 932 510
835 262 4088
365 528 7318
449 795 3726
911 304 700
372 492 4355
74 281 2676
20 52 607
1092 566 5319
148 642 3131
200 794 7314
761 680 828
449 1045 4355
366 545 9149
991 355 5805
1090 878 5896
796 951 4529
171 970 4880
978 13 7898
748 160 9539
479 511 2133
192 171 8164
319 771 7708
26 37 3004
374 79 7558
230 221 2235
426 1016 7737
106 239 806
937 116 6570
134 1015 6129
1073 393 1291
757 737 6214
20 107 4984
480 132 4920
383 658 2451
793 887 5571
979 364 1338
1016 469 6076
1073 306 6743
43 591 8658
423 715 1302
214 371 5638
327 543 5197
110 74 1628
82 608 6785
132 300 6472
554 331 9287
891 246 3408
519 218 3713
413 412 7155
70 835 570
424 1048 8792
413 426 9986
509 687 8211
737 768 119
673 1051 5970
396 656 8000
483 447 297
90 17 3667
154 429 4678
960 651 5812
129 1074 4711
1073 538 7588
510 1047 3075
21 835 2442
291 407 845
860 955 7500
812 337 98
60 578 4714
626 883 795
504 742 645
267 1023 8270
130 47 9307
417 556 8953
291 576 5187
1085 1018 1146
729 930 3300
1028 641 7288
826 852 6517
791 378 1051
85 1033 1692
29 199 8066
250 480 2612
857 897 1668
461 87 9795
900 71 7113
645 951 5942
396 879 634
635 756 1485
503 446 8514
153 531 46
696 559 4597
62 961 6876
573 717 824
692 77 3163
287 28 2685
1051 824 236
392 271 3314
677 905 8369
713 459 114
27 611 5696
524 207 9407
120 420 5867
348 992 4383
371 584 6611
633 1022 7739
18 972 5262
353 415 5185
618 1091 2089
538 855 7900
903 1033 4610
699 457 2968
105 728 4687
471 1075 8731
453 346 414
815 30 8587
105 47 7658
219 551 6272
603 68 1414
943 757 4568
642 560 601
952 158 9557
671 262 2384
810 732 2311
840 236 3808
505 1050 37
91 55 3684
648 273 7686
671 1027 9006
684 869 2362
451 411 4221
303 414 278
611 1084 9939
547 793 9070
457 684 8405
864 88 907
200 178 4313
835 977 237
921 547 3863
278 282 3631
239 885 7441
760 87 2606
489 698 9390
328 144 1534
1049 752 1418
906 515 2157
712 866 9635
724 601 563
60 573 4862
574 850 3943
704 140 8727
297 899 6166
302 288 5815
443 767 6410
429 715 261
946 520 7527
754 283 1892
740 58 3392
603 117 2416
64 842 1617
1058 598 3357
737 894 1855
502 247 94
168 842 8012
1077 170 8327
689 167 8498
815 920 3081
706 560 2738
250 62 7707
365 277 8200
382 386 1497
690 22 1390
796 675 3189
90 994 9930
453 22 9499
279 710 9665
929 576 8936
761 334 595
650 583 7908
656 1099 5736
556 532 8022
104 121 6195
394 917 6422
134 58 867
563 510 9589
213 941 9198
29 921 9926
764 581 959
11 130 2041
418 938 8291
154 545 8623
427 648 9095
873 93 1563
1046 226 6120
13 940 3482
101 204 1974
1050 232 6446
375 48 3626
33 58 5307
425 475 9196
816 780 7140
790 258 3340
884 31 9184
947 128 7862
118 140 9301
1051 240 2057
876 342 3088
521 716 387
898 749 1844
305 73 8071
952 888 8450
1044 729 60
683 513 2742
566 511 9269
827 780 509
1080 883 2400
436 658 4141
175 79 5657
1062 28 4257
905 332 1981
427 184 7121
729 127 4649
188 961 3661
929 578 8423
849 457 5055
757 588 7037
109 1023 9046
749 249 1176
57 362 3404
113 319 1035
394 745 5970
614 373 5348
614 560 8860
27 540 9338
1049 289 994
803 97 9481
491 205 6855
837 6 2555
312 62 617
915 327 9235
902 872 6479
123 537 3504
723 50 4015
82 76 755
171 177 5695
564 31 2991
596 522 7748
702 410 7753
1057 721 1366
825 688 6492
759 489 7815
489 763 9751
592 385 9653
307 619 4828
713 789 2756
307 405 5787
149 1000 7308
196 754 9069
248 862 3189
666 586 2128
309 396 568
824 1036 831
926 528 967
1078 986 3485
358 598 4074
913 1056 78
399 104 7329
558 300 9034
26 699 1395
367 264 7732
294 573 7279
862 448 6515
144 273 5294
910 251 7631
247 760 4280
220 572 935
749 23 6938
77 732 6389
463 910 7040
609 176 255
241 621 8879
571 534 726
837 829 8251
682 639 4753
412 1037 1412
891 156 7335
377 1056 1957
1067 32 1641
955 494 2750
746 155 1177
801 395 9049
479 17 583
757 854 5663
207 587 2553
59 999 1089
822 941 1696
1056 218 4451
365 184 3035
405 190 6480
254 936 2534
582 788 8928
430 318 1997
964 1074 1902
127 332 288
79 542 1138
120 263 2379
315 219 7648
466 735 3883
800 39 3824
679 444 4511
713 1025 6198
192 506 468
788 370 1693
341 648 8125
329 878 7218
518 997 7681
548 212 9551
795 829 4785
429 528 5023
253 258 5718
63 970 1694
661 214 1999
780 53 9920
872 394 1119
196 874 1797
214 291 5745
646 991 8308
196 685 3936
632 14 2015
6 418 2673
923 480 4794
816 192 3659
266 971 4912
86 743 3157
704 1090 8682
152 355 2624
597 1000 3714
304 247 9599
992 878 6864
6 883 9333
530 857 8812
1076 724 556
734 990 8678
597 1075 8520
1005 830 7262
86 982 9416
710 630 5368
123 933 8314
373 824 5744
788 982 6326
520 563 4835
884 538 258
339 324 947
1068 1072 3173
340 977 1703
701 114 1036
468 823 565
135 1098 4949
201 370 8125
44 210 2106
921 729 8620
455 512 9758
713 1002 8233
1011 970 2604
184 361 8732
338 1061 8946
525 580 5868
89 715 5917
889 1067 5987
313 162 1996
718 1082 3276
890 589 8640
347 353 4993
431 263 4662
334 598 5222
418 1087 3934
463 511 214
382 751 5780
299 540 5298
737 852 8159
284 622 7040
559 411 3128
398 909 3032
291 239 4995
204 724 1244
478 41 7131
863 503 6393
728 1037 3244
359 387 8983
1056 23 8086
814 306 2659
554 1016 4969
1033 466 7477
765 908 4767
911 163 3091
706 792 3883
336 555 9738
781 334 2874
724 693 5560
258 648 134
795 362 8591
854 1067 558
374 51 8323
803 967 9582
369 929 2645
811 535 5436
194 1022 8242
231 702 7628
356 477 3020
867 886 2419
300 581 7632
190 486 2050
147 859 5153
722 561 3619
3 930 1500
699 792 7334
1087 985 7307
1080 115 1461
307 622 9389
378 388 6427
1097 687 4307
280 1028 4744
530 227 2
982 948 6615
352 2 6644
651 701 2235
536 687 7272
495 666 5138
55 973 5060
395 250 8947
521 398 3286
279 678 313
522 107 3291
676 140 7838
290 491 6240
985 194 7492
271 729 678
542 275 3095
1080 481 9667
191 876 2469
637 296 3918
974 575 5295
139 148 1353
629 823 7244
967 164 6587
358 48 880
601 319 160
278 1012 1735
772 991 3415
191 233 4590
11 870 8038
380 895 8064
175 1033 9411
379 562 4786
875 580 4449
761 937 7749
840 589 567
699 866 9230
985 689 9821
500 1031 2805
1041 93 8074
930 473 4321
293 799 9153
1056 77 2214
441 951 7693
141 763 8181
41 502 1169
259 253 3686
389 137 8827
561 788 6257
965 729 1150
191 558 3774
311 1003 3072
363 958 3100
29 450 1103
121 742 3665
354 783 1667
74 1041 1619
660 329 1607
986 889 8695
294 906 175
643 1096 4084
516 306 8486
239 820 5495
39 848 3544
941 21 9786
405 374 8320
523 447 3360
893 158 6841
300 43 8581
646 337 1386
620 31 9681
355 699 4138
941 1089 3910
587 27 1209
531 19 3729
268 576 2354
787 150 8253
146 1043 5110
138 394 8105
1019 91 3493
604 710 8775
337 116 7725
526 108 3414
435 695 5292
244 125 8111
72 544 8238
578 230 987
582 527 681
743 665 2574
947 735 8064
691 238 7325
618 726 793
294 152 600
1059 586 8594
751 829 4670
613 1053 8613
102 682 8742
688 163 1121
269 905 6237
394 904 2671
610 646 1808
586 163 6034
678 609 5837
878 567 2422
671 369 9703
741 981 1407
405 1082 9888
299 822 6102
719 142 8806
855 687 5161
777 196 2307
936 782 1721
569 511 1129
505 288 6648
79 11 7216
481 903 7297
39 207 7830
126 657 9803
679 275 7544
884 181 6331
97 957 578
903 793 7611
1075 413 8222
756 1070 9361
1003 200 3271
670 832 7325
66 870 3784
848 47 7740
250 725 6667
1046 660 447
176 756 4456
905 710 500
216 685 964
37 492 1685
297 394 5084
720 1063 7215
944 181 5836
579 80 4482
719 481 5606
185 426 718
1083 753 2273
890 558 5283
389 925 7819
605 961 1010
789 309 7855
73 1028 5569
339 1024 7801
375 502 2380
456 120 1813
314 456 7290
831 591 1495
55 380 5004
937 921 5428
607 577 988
768 265 7396
222 489 4276
891 828 2599
791 254 2500
923 861 8072
587 74 5979
676 1056 6669
570 11 7301
73 1099 8373
500 758 849
939 425 2765
587 647 2854
162 589 1033
760 431 6786
911 405 946
82 991 5472
961 567 1079
381 188 41
333 261 3992
257 912 749
757 903 7673
422 389 8971
727 550 211
759 361 9194
96 171 8298
141 253 5689
564 265 5007
943 645 1394
383 30 6206
1074 286 4870
322 1043 8372
147 364 460
769 142 1761
880 900 8521
473 995 9591
622 187 3043
510 751 7559
168 593 3456
14 975 4385
119 1 1422
340 322 9064
211 620 2779
470 289 5420
330 220 4371
550 692 65
1093 213 6152
635 875 4454
746 94 3346
401 107 5572
85 378 8772
206 717 46
422 928 3417
52 449 1505
772 779 3576
494 380 9767
1059 372 7432
862 59 2258
467 804 5603
512 256 2510
735 340 8239
959 697 1307
404 170 3734
620 222 5035
177 45 4265
1052 538 6296
571 648 4368
454 409 578
263 1027 6133
165 438 4488
326 225 6379
864 83 3227
71 638 4097
356 309 8118
142 637 3414
706 741 1651
702 363 5599
121 816 7759
698 130 2586
182 294 9775
869 772 1251
947 535 9433
773 757 3422
921 165 3931
190 306 5167
603 64 7059
454 765 3021
4 885 3188
1062 634 9817
1099 967 4863
626 735 7186
376 733 2320
209 557 629
830 378 5845
812 567 6650
331 70 6365
589 523 2229
262 678 7665
749 639 3250
418 790 5116
380 315 4102
165 690 234
636 1050 3091
916 932 6768
260 795 5734
62 25 9755
78 766 7777
707 1027 806
323 675 7545
725 1092 5986
840 523 3200
742 839 3141
427 527 8891
517 494 6574
36 906 3768
1070 19 8345
124 96 1010
953 954 1136
258 177 8262
354 901 2206
291 792 7828
390 585 5019
383 1012 6097
325 428 1690
98 464 3995
817 585 2365
461 860 461
870 712 3214
257 22 4642
319 527 7994
524 818 8386
303 259 6270
1073 641 1881
169 965 4661
1011 114 5024
557 931 7760
122 443 9919
1034 365 1983
547 621 8404
541 1091 9430
334 514 7399
1071 969 9158
41 941 4198
173 10 4115
733 1020 9128
808 476 5710
367 749 5853
786 682 6917
20 129 37
223 821 6180
4 54 8493
603 25 213
512 217 3654
909 389 7615
375 174 3786
903 981 2513
312 400 6162
316 237 1543
532 256 8223
421 478 843
300 633 3749
844 287 5325
309 798 8193
562 759 7881
28 33 8106
513 1087 1187
525 451 7586
186 766 3574
681 350 8429
203 922 3258
698 121 7490
146 16 1229
1022 324 926
1014 1037 9836
446 1064 5721
52 628 7707
790 53 7857
827 390 2023
1100 1070 9824
528 325 4945
585 1022 9917
326 219 3232
354 140 7808
232 205 7296
867 802 2960
587 853 1287
446 694 4791
602 420 9633
576 571 7354
899 1098 6178
1043 734 9651
359 1060 5169
943 313 760
750 696 4616
645 615 4618
656 253 5222
195 698 7616
1037 200 2087
221 927 5858
475 726 3707
104 668 2541
755 79 6200
675 1021 2264
887 822 8012
202 518 6926
471 226 1078
493 572 8176
108 508 2427
294 729 5853
103 255 8278
1010 358 998
450 12 3928
1 687 3948
16 625 7921
727 826 6790
4 349 3515
482 841 8438
709 1100 3646
35 445 7826
287 548 1980
317 457 8637
66 1058 3801
993 1058 2639
892 125 2263
664 1004 3640
953 1007 1388
520 540 728
657 148 5627
354 334 4524
779 621 571
358 1089 179
447 54 9536
547 98 7545
385 989 2821
847 552 7024
238 556 3431
926 1075 5822
405 632 9670
832 37 103
907 816 2975
277 225 2915
407 671 920
342 269 917
538 805 3205
858 703 8408
1082 941 6964
264 766 8738
137 70 8521
6 1053 9958
361 859 7225
387 187 5949
554 593 7472
773 1086 5592
1090 675 6597
346 433 9099
154 566 6739
669 981 7256
1006 17 5026
79 175 4730
288 687 4541
212 125 5027
512 678 9072
383 503 6209
675 644 3984
823 989 5216
421 194 9633
12 1014 4313
367 1072 7781
944 50 3355
374 337 193
814 700 4918
492 111 6795
915 646 9449
224 220 1092
207 94 7633
774 514 7478
806 525 7592
870 1044 3063
950 887 2412
257 312 8300
249 177 1599
366 669 961
213 483 7506
561 858 3177
605 1064 4570
537 737 784
814 594 1260
1005 363 3255
67 213 5442
430 469 1605
29 869 3582
479 135 2750
1040 499 884
197 1059 7842
674 563 3957
143 151 8094
278 965 8939
1090 869 8102
744 1088 6066
337 417 6186
242 598 8654
323 1076 8388
124 67 4886
